Rank,Name,Age,City,Gender,Country,Source,Organization,Title,Year,Month,Networth,Category
2259,Jimmy Rane,76,Abbeville,M,United States,Lumber,,,2023,4,1200,Manufacturing
2259,Andrei Rappoport,59,Lugano,M,Switzerland,Investments,,,2023,4,1200,Finance & Investments
2259,Hugo Ribeiro & family,,Rondonopolis,M,Brazil,Agribusiness,,Entrepreneur,2023,4,1200,Food & Beverage
2259,Bennett Rosenthal,59,Los Angeles,M,United States,Finance,,,2023,4,1200,Finance & Investments
2259,Atul Ruia,52,Mumbai,M,India,Real estate,,,2023,4,1200,Real Estate
2259,Thomas Sandell,62,London,M,United Kingdom,Hedge funds,Sandell Asset Management,Founder,2023,4,1200,Finance & Investments
2259,Francesco Saputo,,Montreal,M,Canada,Cheese,,,2023,4,1200,Food & Beverage
2259,Dhruv Sawhney,78,Dubai,M,United Arab Emirates,"Engineering, sugar",,,2023,4,1200,Construction & Engineering
2259,Gerald Schwartz,81,Toronto,M,Canada,Finance,,,2023,4,1200,Finance & Investments
2259,Antonio Luiz Seabra,80,London,M,United Kingdom,Cosmetics,,,2023,4,1200,Fashion & Retail
2259,Eric Ya Shen,52,Guangzhou,M,China,Online apparel retail,,,2023,4,1200,Technology
2259,Sytse 'Sid' Sijbrandij,43,San Francisco,M,United States,Software,,,2023,4,1200,Technology
2259,Alexander Sixt,43,Munich,M,Germany,Car rentals,,,2023,4,1200,Automotive
2259,Konstantin Sixt,40,Munich,M,Germany,Car rentals,,,2023,4,1200,Automotive
2259,Edwin Soeryadjaya,73,Jakarta,M,Indonesia,"Coal, investments",,,2023,4,1200,Energy
2259,Abhay Soi,49,Mumbai,M,India,Healthcare,,,2023,4,1200,Healthcare
2259,Mike Speiser,52,London,M,United Kingdom,Software,Sutter Hill Ventures,Managing Director,2023,4,1200,Technology
2259,Marco Squinzi,51,Milan,M,Italy,Chemical products,,,2023,4,1200,Construction & Engineering
2259,Veronica Squinzi,51,Milan,F,Italy,Chemical products,,,2023,4,1200,Construction & Engineering
2259,Michael Steinhardt,82,Mount Kisco,M,United States,Hedge funds,,,2023,4,1200,Finance & Investments
2259,Ion Stoica,58,Berkeley,M,United States,Data analytics,,,2023,4,1200,Technology
2259,Eddy Sugianto,77,Jakarta,M,Indonesia,Coal,,,2023,4,1200,Metals & Mining
2259,Luc Tack,61,Deinze,M,Belgium,"Textile, chemicals",,,2023,4,1200,Manufacturing
2259,Tony Tan Caktiong,70,Manila,M,Philippines,Food,,,2023,4,1200,Food & Beverage
2259,Xiuguo Tang,59,Changsha,M,China,Manufacturing,,,2023,4,1200,Manufacturing
2259,Sam Tarascio,78,Melbourne,M,Australia,Real estate,,,2023,4,1200,Real Estate
2259,Lina Tombolato,75,Tombolo,F,Italy,Financial services,,,2023,4,1200,Finance & Investments
2259,Ching Bor Tung,60,Dongguan,M,China,Manufacturing,,,2023,4,1200,Manufacturing
2259,Joop van den Ende,81,Baarn,M,Netherlands,TV shows,,,2023,4,1200,Media & Entertainment
2259,Ruben Vardanyan & family,54,Erevan,M,Armenia,Investment banking,,,2023,4,1200,Finance & Investments
2259,Sandro Veronesi & family,63,Milan,M,Italy,Fashion,,,2023,4,1200,Fashion & Retail
2259,Thongma Vijitpongpun,65,Bangkok,M,Thailand,Real estate,,,2023,4,1200,Real Estate
2259,Thomas von Koch,57,Hong Kong,M,Hong Kong,Asset management,,,2023,4,1200,Finance & Investments
2259,Wang Fuji,,Zhangzhou,M,China,Pharmaceuticals,,,2023,4,1200,Healthcare
2259,Wang Shih-Chung,61,Taipei,M,Taiwan,Pneumatic equipments,,,2023,4,1200,Manufacturing
2259,Wang Xiaoshen,54,Urumchi,M,China,Lithium,,,2023,4,1200,Manufacturing
2259,J. Wayne Weaver,87,Jacksonville,M,United States,Shoes,,,2023,4,1200,Diversified
2259,Drorit Wertheim,67,Bnei Atarot,F,Israel,Coca Cola Israel,,,2023,4,1200,Food & Beverage
2259,Cameron Winklevoss,41,New York,M,United States,Cryptocurrency,,,2023,4,1200,Finance & Investments
2259,Tyler Winklevoss,41,New York,M,United States,Cryptocurrency,,,2023,4,1200,Finance & Investments
2259,Wu Chung-yi,67,Chang Hwa County,M,Taiwan,Manufacturing,,,2023,4,1200,Manufacturing
2259,Eugene Wu,77,Taipei,M,Taiwan,Finance,,,2023,4,1200,Finance & Investments
2259,Wu Yonghua,52,Xiamen,M,China,Apparel,,,2023,4,1200,Fashion & Retail
2259,Xia Xinde,58,Guangzhou,M,China,Batteries,,,2023,4,1200,Manufacturing
2259,Wenbo Xiang,60,Changsha,M,China,Manufacturing,,,2023,4,1200,Manufacturing
2259,Xu Jin,58,Huaibei city,M,China,Wine,,,2023,4,1200,Food & Beverage
2259,Xu Shijun & family,60,Nantong,M,China,Manufacturing,,,2023,4,1200,Manufacturing
2259,Wanmao Xu,78,Ningbo,M,China,Education,,,2023,4,1200,Service
2259,Xu Yuejuan,61,Hangzhou,F,China,Petro Fibre,,,2023,4,1200,Manufacturing
2259,Vadim Yakunin,60,Moscow,M,Russia,Pharmacy,,,2023,4,1200,Healthcare
2259,Yang Yunyun,46,Guangzhou,F,China,Retail,,,2023,4,1200,Fashion & Retail
2259,Matei Zaharia,37,Berkeley,M,United States,Data analytics,,,2023,4,1200,Technology
2259,Zan Shengda,60,Nantong,M,China,Diversified,,,2023,4,1200,Diversified
2259,Zhang Xuezheng,47,Jiaxing,M,China,Telecom,,,2023,4,1200,Technology
2259,Zhang Yin,66,Dongguan,F,China,Paper manufacturing,,,2023,4,1200,Manufacturing
2259,Zhao Ning,56,Shanghai,F,China,Pharmaceuticals,,,2023,4,1200,Healthcare
2259,Zhou Wen & family,58,Shanghai,M,China,Chemicals,,,2023,4,1200,Manufacturing
2259,Zhu Xingliang,63,Suzhou,M,China,Construction,,,2023,4,1200,Construction & Engineering
2405,Hari Krishan Agarwal,66,Delhi,M,India,Sports shoes,,,2023,4,1100,Fashion & Retail
2405,Farkhad Akhmedov,67,Moscow,M,Russia,Investments,,,2023,4,1100,Energy
2405,Prem Kumar Arora,84,,M,,Pharmaceuticals,,,2023,4,1100,Healthcare
2405,Joseph Bae,51,New York,M,United States,Private equity,,,2023,4,1100,Finance & Investments
2405,Abigail Bennett,42,Rochester,F,United States,Liquor,,,2023,4,1100,Food & Beverage
2405,Sara Blakely,52,Atlanta,F,United States,Spanx,Spanx,Founder,2023,4,1100,Fashion & Retail
2405,Lloyd Blankfein,68,New York,M,United States,Banking,Goldman Sachs Group,CEO,2023,4,1100,Finance & Investments
2405,Henadiy Boholyubov,61,Dnipro,M,Ukraine,"Banking, investments",,,2023,4,1100,Diversified
2405,Stephane Bonvin,56,Lens,M,Switzerland,Real estate,,,2023,4,1100,Real Estate
2405,Oleg Boyko,58,Lipperswil,M,Switzerland,Diversified,,,2023,4,1100,Diversified
2405,Ryan Breslow,28,Miami,M,United States,E-commerce software,Bolt,Cofounder,2023,4,1100,Technology
2405,Thomas Bruch,72,St. Wendel,M,Germany,Retail,,,2023,4,1100,Fashion & Retail
2405,Marina Budiman,61,Jakarta,F,Indonesia,Data centers,,,2023,4,1100,Technology
2405,Pradip Burman,80,Delhi,M,India,Consumer goods,,,2023,4,1100,Food & Beverage
2405,Cai Hongbin,,Lianyungang,M,China,Pharmaceuticals,,,2023,4,1100,Healthcare
2405,Cao Kejian,60,Quzhou,M,China,Air compressors,,,2023,4,1100,Manufacturing
2405,Giuliana Caprotti,82,Milan,F,Italy,Supermarkets,,,2023,4,1100,Food & Beverage
2405,Marina Caprotti,45,Milan,F,Italy,Supermarkets,,,2023,4,1100,Food & Beverage
2405,Chang Jing,40,Beijing,M,China,Technology,,,2023,4,1100,Technology
2405,Chen Baohua,61,Linhai,M,China,Pharmaceutical,,,2023,4,1100,Healthcare
2405,Gang Chen,55,Guangzhou,M,China,Solar energy,,,2023,4,1100,Energy
2405,Liying Chen,47,Shanghai,F,China,Package delivery,,,2023,4,1100,Logistics
2405,Tony Chen,73,Taichung,M,Taiwan,Electronics,,,2023,4,1100,Technology
2405,Chen Xueling,55,Shantou,F,China,Stationery,,,2023,4,1100,Manufacturing
2405,Cheng Lili,58,Changzhou,M,China,Poultry breeding,,,2023,4,1100,Food & Beverage
2405,Cho Jyh-jer,,,M,,Semiconductors,,,2023,4,1100,Technology
2405,Weili Dai,61,Las Vegas,F,United States,Semiconductors,Marvell Technology Group Ltd.,Cofounder-President,2023,4,1100,Technology
2405,Carmen Daurella Aguilera,,Barcelona,F,Spain,Coca-Cola bottler,,,2023,4,1100,Food & Beverage
2405,Deng Yingzhong,72,Zhongshan,M,China,Paper,,,2023,4,1100,Manufacturing
2405,Shlomo Eliahu,87,Tel Aviv,M,Israel,Insurance,,,2023,4,1100,Finance & Investments
2405,Henry Engelhardt,65,Cardiff,M,United Kingdom,Insurance,Admiral Group ,Chief Executive Officer,2023,4,1100,Finance & Investments
2405,Gabriel Escarrer,88,Palma de Majorca,M,Spain,Hotels,,,2023,4,1100,Service
2405,Daniel Feffer,63,São Paulo,M,Brazil,Pulp and paper,,,2023,4,1100,Manufacturing
2405,Ruben Feffer,53,São Paulo,M,Brazil,Pulp and paper,,,2023,4,1100,Manufacturing
2405,Gleb Fetisov,56,Limassol,M,Cyprus,Investments,,,2023,4,1100,Telecom
2405,Paul Fireman,79,Brookline,M,United States,Reebok,,,2023,4,1100,Fashion & Retail
2405,Robert Fisher,69,San Francisco,M,United States,Gap,Gap Inc.,Chairman of the Board,2023,4,1100,Fashion & Retail
2405,Bernd Freier,66,Rottendorf,M,Germany,Fashion retail,,,2023,4,1100,Fashion & Retail
2405,Donald Friese,82,Los Angeles,M,United States,Manufacturing,,,2023,4,1100,Manufacturing
2405,Gan Zhongru,74,Beijing,M,China,Pharmaceuticals,,,2023,4,1100,Healthcare
2405,Rahul Gautam,70,Delhi,M,India,Mattresses,,,2023,4,1100,Fashion & Retail
2405,David Golub,60,New York,M,United States,Private equity,,Investor,2023,4,1100,Finance & Investments
2405,Pavel Golubkov,47,Moscow,M,Russia,"Building, development",,,2023,4,1100,Real Estate
2405,Cristina Green,,London,F,United Kingdom,Fashion retail,,,2023,4,1100,Fashion & Retail
2405,Philip Green,,London,M,United Kingdom,Fashion retail,,,2023,4,1100,Fashion & Retail
2405,Said Gutseriev,34,London,M,United Kingdom,"Retail, investments",,,2023,4,1100,Energy
2405,Polys Haji-Ioannou,63,Monaco,M,Monaco,EasyJet,,,2023,4,1100,Service
2405,He Zuxun,57,Kunming,M,China,Pig breeding,,,2023,4,1100,Food & Beverage
2405,Christian Herz,,Hamburg,M,Germany,Coffee,,,2023,4,1100,Finance & Investments
2405,Michaela Herz,,Hamburg,F,Germany,Coffee,,,2023,4,1100,Finance & Investments
2405,David Hindawi,78,Seattle,M,United States,Software,Tanium,Executive Chairman,2023,4,1100,Technology
2405,Huang Shan,52,Shenzhen,M,China,Software,,,2023,4,1100,Technology
2405,Huang Xiaofen & family,61,Shenzhen,F,China,Printed circuit boards,,,2023,4,1100,Technology
2405,Hiroshi Ishibashi,76,Tokyo,M,Japan,Tires,,,2023,4,1100,Automotive
2405,Masayuki Ishihara,74,Tokyo,M,Japan,Pachinko machines,,,2023,4,1100,Gambling & Casinos
2405,Chatchai Kaewbootta,71,Bangkok,M,Thailand,Auto loans,,,2023,4,1100,Finance & Investments
2405,Nikhil Kamath,36,Bangalore,M,India,Financial services,,,2023,4,1100,Finance & Investments
2405,Jonas Kamprad,57,London,M,United Kingdom,IKEA,,,2023,4,1100,Finance & Investments
2405,Mathias Kamprad,53,London,M,United Kingdom,IKEA,,,2023,4,1100,Finance & Investments
2405,Peter Kamprad,59,Tervuren,M,Belgium,IKEA,,,2023,4,1100,Finance & Investments
2405,Fumio Kaneko,66,Kobe,M,Japan,Waste management,,,2023,4,1100,Service
2405,Sunjay Kapur,51,Delhi,M,India,Auto parts,,,2023,4,1100,Automotive
2405,Ali Metin Kazanci,88,Istanbul,M,Turkey,Energy,,,2023,4,1100,Energy
2405,Kangbao Ke & family,60,Guangzhou,M,China,Retailing,,,2023,4,1100,Healthcare
2405,Carsten Koerl,58,Zurich,M,Switzerland,Sports data,,"Entrepreneur, Investor",2023,4,1100,Sports
2405,Koo Bon-sik,64,Seoul,M,South Korea,LG,Heesung,,2023,4,1100,Technology
2405,Andrei Kosogov,62,Moscow,M,Russia,Banking,,,2023,4,1100,Energy
2405,Yogesh Kothari,74,Mumbai,M,India,Specialty chemicals,,,2023,4,1100,Manufacturing
2405,Arvind Lal,73,Delhi,M,India,Medical diagnostics,,,2023,4,1100,Healthcare
2405,Manuel Lao Hernández,78,Matadepera,M,Spain,Casinos,,,2023,4,1100,Gambling & Casinos
2405,Lee Joong-keun,82,Seoul,M,South Korea,"Construction, real estate",Booyoung Group,,2023,4,1100,Construction & Engineering
2405,Nancy Lerner,62,Cleveland,F,United States,"Banking, credit cards",,,2023,4,1100,Finance & Investments
2405,Norma Lerner,87,Cleveland,F,United States,Banking,,,2023,4,1100,Finance & Investments
2405,Randolph Lerner,61,Cleveland,M,United States,"Banking, credit cards",,,2023,4,1100,Finance & Investments
2405,Lin Zhijun,47,Xiamen,M,China,Medical devices,,,2023,4,1100,Healthcare
2405,Lin Zhixiong & family,49,Xiamen,M,China,Medical devices,,,2023,4,1100,Healthcare
2405,Jeffrey Lorberbaum,68,Chattanooga,M,United States,Flooring,,,2023,4,1100,Manufacturing
2405,Lu Rongfu,52,Xiamen,M,China,Telecommunication,,,2023,4,1100,Telecom
2405,Lyu Yixiong,60,Shanghai,M,China,Cosmetics,,,2023,4,1100,Fashion & Retail
2405,Soichiro Minami,46,Tokyo,M,Japan,Internet and software,,,2023,4,1100,Technology
2405,Pawan Munjal,68,Delhi,M,India,Two wheelers,,,2023,4,1100,Automotive
2405,Renu Munjal,68,Delhi,F,India,Two wheelers,,,2023,4,1100,Automotive
2405,Suman Munjal,70,Delhi,M,India,Motorcycles,,,2023,4,1100,Automotive
2405,Dmitry Nikolaev,56,Kemerovo,M,Russia,Coal,,,2023,4,1100,Energy
2405,Sjamsul Nursalim,81,Singapore,M,Singapore,"Tires, retail",,,2023,4,1100,Automotive
2405,Adrian Paval,54,Bacau,M,Romania,Retail,,,2023,4,1100,Fashion & Retail
2405,Antonio Percassi,69,Bergamo,M,Italy,"Real estate, diversified",,,2023,4,1100,Diversified
2405,Kevin Plank,50,Lutherville-Timonium,M,United States,Under Armour,Under Armour,Chairman and CEO,2023,4,1100,Fashion & Retail
2405,G.V. Prasad,62,Hyderabad,M,India,Pharmaceuticals,,,2023,4,1100,Healthcare
2405,Pu Zhongjie & family,60,Beijing,M,China,Medical equipment,,,2023,4,1100,Healthcare
2405,Rao Wei & family,58,Shenzhen,M,China,Pharmaceuticals,,,2023,4,1100,Healthcare
2405,Helena Revoredo,76,Madrid,F,Spain,Security services,,,2023,4,1100,Service
2405,Matthew Roszak,50,Chicago,M,United States,Cryptocurrency,,,2023,4,1100,Finance & Investments
2405,Paul Sciarra,42,San Francisco,M,United States,Pinterest,,,2023,4,1100,Technology
2405,Rajesh Sharma,53,Mumbai,M,India,Finance,,,2023,4,1100,Finance & Investments
2405,Dean Solon,58,Gallatin,M,United States,Solar systems,,,2023,4,1100,Energy
2405,Michael Spencer,67,"London, Suffolk",M,United Kingdom,Stock exchange,,,2023,4,1100,Finance & Investments
2405,Joseph Steinberg,79,New York,M,United States,Investments,,,2023,4,1100,Finance & Investments
2405,Zachary Stern,41,Jackson,M,United States,Liquor,,,2023,4,1100,Food & Beverage
2405,Manny Stul,73,Melbourne,M,Australia,Toys,,,2023,4,1100,Manufacturing
2405,Sun Hongjun,49,Shanghai,M,China,Semiconductors,,,2023,4,1100,Technology
2405,Sun Weijie,59,Yantai,M,China,Oilfield equipment,,,2023,4,1100,Manufacturing
2405,Sehat Sutardja,61,Las Vegas,M,United States,Semiconductors,,,2023,4,1100,Technology
2405,Min-Liang Tan,45,Singapore,M,Singapore,gaming,,,2023,4,1100,Media & Entertainment
2405,Tan Yu Yeh,52,Selangor,M,Malaysia,Retail,,,2023,4,1100,Fashion & Retail
2405,Tang Aoqi & family,77,Changzhou,M,China,Auto parts,,,2023,4,1100,Automotive
2405,Vonnarat Tangkaravakoon,51,Bangkok,M,Thailand,"Wire & cables, paints",,,2023,4,1100,Manufacturing
2405,Tsao Ter-fung,76,Taipei,M,Taiwan,Food,,,2023,4,1100,Food & Beverage
2405,Tung Ching Sai,58,Dongguan,M,China,Manufacturing,,,2023,4,1100,Manufacturing
2405,Arkady Volozh,59,Tel Aviv,M,Israel,Search engine,,,2023,4,1100,Technology
2405,Peter-Alexander Wacker,71,Starnberg,M,Germany,Chemicals,,,2023,4,1100,Manufacturing
2405,Wan Long,82,Luohe,M,China,Food,,,2023,4,1100,Food & Beverage
2405,Wang Han,35,Shanghai,M,China,Airline,,,2023,4,1100,Diversified
2405,Lars Wingefors,46,Karlstad,M,Sweden,Video games,,,2023,4,1100,Media & Entertainment
2405,Allan Wong,73,Hong Kong,M,Hong Kong,Electronics,,,2023,4,1100,Manufacturing
2405,Tiger Woods,47,Jupiter Island,M,United States,Golf,PGA,Athlete,2023,4,1100,Sports
2405,Horst Wortmann,81,Detmold,M,Germany,Footwear,,,2023,4,1100,Fashion & Retail
2405,Wu Kaiting,53,Xiamen,M,China,Electronics,,,2023,4,1100,Telecom
2405,Wu Li-gann,82,Kaohsiung,M,Taiwan,Electronic components,,,2023,4,1100,Manufacturing
2405,Wu Xiangdong,54,Beijing,M,China,Liquor,,,2023,4,1100,Food & Beverage
2405,Xiu Laigui,68,Tonghua,M,China,Pharmaceuticals,,,2023,4,1100,Healthcare
2405,Xu Jiangnan,61,Leping,M,China,Vitamins,,,2023,4,1100,Healthcare
2405,Xue Jiping,72,Nantong,M,China,Cable,,,2023,4,1100,Telecom
2405,Yao Hsiao Tung,83,Singapore,M,Singapore,Manufacturing,,,2023,4,1100,Manufacturing
2405,Ye Qiongjiu,68,Hangzhou,F,China,Software,,,2023,4,1100,Technology
2405,Yanqiao Ye,53,Foshan,M,China,Soy sauce,,,2023,4,1100,Food & Beverage
2405,Yeh Kuo-I,81,,M,,Manufacturing,,,2023,4,1100,Manufacturing
2405,Yu Faxiang,51,Shaoxing,M,China,"Tourism, cultural industry",,,2023,4,1100,Media & Entertainment
2405,Zeng Chaolin,40,Yongzhou,M,China,Aluminium,,,2023,4,1100,Metals & Mining
2405,Kapeng Zhang,58,Linhai,M,China,Building materials,,,2023,4,1100,Construction & Engineering
2405,Zhang Xuansong,51,Fuzhou,M,China,Supermarkets,,,2023,4,1100,Fashion & Retail
2405,Zhang Xuewu,48,Changsha,M,China,Snacks,,,2023,4,1100,Food & Beverage
2405,Zhu Yiming,50,Beijing,M,China,Semiconductors,,,2023,4,1100,Technology
2405,Zhu Zhaojiang,49,Shenzhen,M,China,Smartphones,,,2023,4,1100,Manufacturing
2405,Zhuo Jun,57,Hong Kong,F,Hong Kong,Printed circuit boards,,,2023,4,1100,Manufacturing
2540,Manohar Lal Agarwal,68,Delhi,M,India,Snacks,,,2023,4,1000,Food & Beverage
2540,Christian Angermayer,44,London,M,United Kingdom,Investments,,,2023,4,1000,Finance & Investments
2540,Ryuji Arai,76,Tokyo,M,Japan,Retail,,,2023,4,1000,Fashion & Retail
2540,Anna Maria Braun,44,Melsungen,F,Germany,Medical technology,,,2023,4,1000,Healthcare
2540,Johanna Braun,43,Melsungen,F,Germany,Medical technology,,,2023,4,1000,Healthcare
2540,Karl Friedrich Braun,40,Melsungen,M,Germany,Medical technology,,,2023,4,1000,Healthcare
2540,Ludwig Theodor Braun,33,Melsungen,M,Germany,Medical technology,,,2023,4,1000,Healthcare
2540,Ana Maria Brescia Cafferata,98,Lima,F,Peru,"Mining, banking",,,2023,4,1000,Diversified
2540,Jimmy Buffett,76,Palm Beach,M,United States,"Entertainment, Margaritaville",,Musician,2023,4,1000,Media & Entertainment
2540,Hideyuki Busujima,70,Tokyo,M,Japan,Pachinko machines,,,2023,4,1000,Gambling & Casinos
2540,Edouard Carmignac,75,Paris,M,France,Asset management,,,2023,4,1000,Finance & Investments
2540,Chang Kuo-Ming,,Taipei,M,Taiwan,Transportation,,,2023,4,1000,Logistics
2540,Chen Jiancheng,64,Shangyu,M,China,Manufacturing,,,2023,4,1000,Manufacturing
2540,Rui Chen,45,Shanghai,M,China,Online entertainment,,,2023,4,1000,Media & Entertainment
2540,Chen Shiliang,59,Tongxiang,M,China,Polyester,,,2023,4,1000,Manufacturing
2540,Tianqiao Chen,49,Atherton,M,United States,Online games,,,2023,4,1000,Technology
2540,Yuantai Chen,55,Ningde,M,China,Batteries,,,2023,4,1000,Energy
2540,Cheng Antares,65,Hong Kong,M,Hong Kong,Liquor,,,2023,4,1000,Food & Beverage
2540,Kochouseph Chittilappilly,72,Kochi,M,India,Electrical appliances,,,2023,4,1000,Manufacturing
2540,John Christodoulou,57,Monaco,M,Monaco,Real estate,,,2023,4,1000,Real Estate
2540,Pollyanna Chu,64,Hong Kong,F,Hong Kong,"Financial services, property",,,2023,4,1000,Finance & Investments
2540,Turgay Ciner,67,Istanbul,M,Turkey,Diversified,,,2023,4,1000,Diversified
2540,Benoit Dageville,56,San Carlos,M,United States,Software,,,2023,4,1000,Technology
2540,Mark Dixon,63,Monaco,M,Monaco,Office real estate,,,2023,4,1000,Real Estate
2540,Du Yulin & family,50,Guangzhou,M,China,Software,,,2023,4,1000,Technology
2540,Feng Yuxia,58,Beijing,F,China,Pharmaceuticals,,,2023,4,1000,Healthcare
2540,Benedicte Find,68,Copenhagen,F,Denmark,Medical devices,,,2023,4,1000,Healthcare
2540,William Fisher,66,San Francisco,M,United States,Gap,Gap Inc.,Director,2023,4,1000,Fashion & Retail
2540,Gao Yunfeng,56,Shenzhen,M,China,Industrial lasers,,,2023,4,1000,Manufacturing
2540,Jianming Geng,60,Langfang,M,China,Real estate,,,2023,4,1000,Real Estate
2540,Sven Hagströmer,79,Stockholm,M,Sweden,Financial services,,,2023,4,1000,Finance & Investments
2540,Clelia Haji-Ioannou,52,Monte Carlo,F,Monaco,EasyJet,,,2023,4,1000,Service
2540,Stelios Haji-Ioannou,56,Monte Carlo,M,Monaco,EasyJet,,,2023,4,1000,Service
2540,Hang Hong,55,Wuxi,F,China,Machinery,,,2023,4,1000,Manufacturing
2540,He Yamin & family,66,Chengdu,M,China,Manufacturing,,,2023,4,1000,Manufacturing
2540,Ghan Djoe Hiang,79,Jakarta,F,Indonesia,Coal,,,2023,4,1000,Energy
2540,Hong Feng,46,Beijing,M,China,Smartphones,,,2023,4,1000,Technology
2540,Hong Seok-joh,70,Seoul,M,South Korea,Convenience stores,BGF Co. Ltd.,,2023,4,1000,Fashion & Retail
2540,Hu Gengxi & family,59,Shanghai,M,China,Bio-Pharma,,,2023,4,1000,Healthcare
2540,Danilo Iervolino,45,Rome,M,Italy,Online universities,,,2023,4,1000,Technology
2540,Hedda im Brahm-Droege,68,Dusseldorf,F,Germany,Investments,,,2023,4,1000,Finance & Investments
2540,Inder Jaisinghani,70,Mumbai,M,India,Cables & wires,,,2023,4,1000,Manufacturing
2540,LeBron James,38,Los Angeles,M,United States,Basketball,NBA,Athlete,2023,4,1000,Sports
2540,Johan Johannson,56,Oslo,M,Norway,Grocery stores,,,2023,4,1000,Fashion & Retail
2540,Morris Kahn,93,Beit Yanay,M,Israel,Software,,,2023,4,1000,Technology
2540,Ashok Kajaria,75,Delhi,M,India,Tiles,,,2023,4,1000,Manufacturing
2540,Marcelo Kalim,53,Sao Paulo,M,Brazil,Banking,,,2023,4,1000,Finance & Investments
2540,Ken Kendrick,79,Paradise Valley,M,United States,"Banking, sports team",,,2023,4,1000,Sports
2540,Brad Keywell,53,Chicago,M,United States,"Software, investments",,,2023,4,1000,Technology
