Rank,Name,Age,City,Gender,Country,Source,Organization,Title,Year,Month,Networth,Category
1272,Mortimer Zuckerman,85,New York,M,United States,"Real estate, media",Boston Properties,Chairman and CEO,2023,4,2400,Real Estate
1312,John Armitage,63,London,M,United Kingdom,Hedge funds,Egerton Capital,,2023,4,2300,Finance & Investments
1312,Lee Bass,66,Fort Worth,M,United States,"Oil, investments",,,2023,4,2300,Energy
1312,John Bicket,43,San Francisco,M,United States,Sensor systems,,,2023,4,2300,Technology
1312,Sanjit Biswas,41,San Francisco,M,United States,Sensor systems,,,2023,4,2300,Technology
1312,Timothy Boyle,73,Portland,M,United States,Columbia Sportswear,,,2023,4,2300,Fashion & Retail
1312,Morris Chang,91,Hsinchu,M,Taiwan,Semiconductors,,,2023,4,2300,Technology
1312,Chao Teng-hsiung,78,Taipei,M,Taiwan,Real estate,,,2023,4,2300,Real Estate
1312,Samuel Chen,73,,M,,Investments,,,2023,4,2300,Finance & Investments
1312,Chu Lam Yiu,53,Hong Kong,F,Hong Kong,Flavorings,,,2023,4,2300,Manufacturing
1312,K. Dinesh,68,Bangalore,M,India,Software services,,,2023,4,2300,Technology
1312,James Duff,62,Hattiesburg,M,United States,"Tires, diversified",,,2023,4,2300,Diversified
1312,Thomas Duff,66,Hattiesburg,M,United States,"Tires, diversified",,,2023,4,2300,Diversified
1312,Daniel Ek,40,Stockholm,M,Sweden,Spotify,Spotify,CEO,2023,4,2300,Technology
1312,John Fisher,61,San Francisco,M,United States,Gap,"Pisces, Inc.",President,2023,4,2300,Fashion & Retail
1312,Georg Haub,61,Berlin,M,Germany,Retail,,,2023,4,2300,Fashion & Retail
1312,Erman Ilicak,55,Ankara,M,Turkey,Construction,,,2023,4,2300,Construction & Engineering
1312,Justin Ishbia,45,Chicago,M,United States,Private equity,,,2023,4,2300,Finance & Investments
1312,Long Jiang,49,Weifang,M,China,Manufacturing,,,2023,4,2300,Technology
1312,Bruce Karsh,67,Los Angeles,M,United States,Private equity,Oaktree Capital Group LLC,President,2023,4,2300,Finance & Investments
1312,Bom Kim,44,Seoul,M,South Korea,Online retailing,Coupang,,2023,4,2300,Technology
1312,Jianping Lai,,Foshan,M,China,Soy sauce,,,2023,4,2300,Food & Beverage
1312,Lam Kong,58,Hong Kong,M,Hong Kong,Pharmaceuticals,,,2023,4,2300,Healthcare
1312,Stephen Lansdown,70,St. Peter Port,M,Guernsey,Financial services,,,2023,4,2300,Finance & Investments
1312,Kevin David Lehmann,20,,M,,Drugstores,,,2023,4,2300,Fashion & Retail
1312,Li Haiyan,,Chengdu,F,China,Restaurants,,,2023,4,2300,Food & Beverage
1312,Hua Li,45,Shenzhen,M,China,Financial services,,,2023,4,2300,Finance & Investments
1312,Lim Kok Thay,71,Kuala Lumpur,M,Malaysia,Casinos,,,2023,4,2300,Gambling & Casinos
1312,Kishore Mariwala,88,Mumbai,M,India,Consumer goods,,,2023,4,2300,Food & Beverage
1312,Clayton Mathile,82,Brookville,M,United States,Pet food,,"Investor, Philanthropist",2023,4,2300,Food & Beverage
1312,Mi Enhua,65,Urumqi,M,China,Retail,,,2023,4,2300,Fashion & Retail
1312,Vadim Moshkovich,55,Moscow,M,Russia,"Agriculture, land",,,2023,4,2300,Food & Beverage
1312,David Murdock,99,Ventura,M,United States,"Dole, real estate",,,2023,4,2300,Food & Beverage
1312,David Nahmad,75,New York,M,United States,Art collection,,,2023,4,2300,Fashion & Retail
1312,Lirio Parisotto,69,Manaus,M,Brazil,Investments,,,2023,4,2300,Finance & Investments
1312,Augusto Perfetti,,Lugano,M,Switzerland,Candy,,,2023,4,2300,Food & Beverage
1312,Giorgio Perfetti,,Lugano,M,Switzerland,Candy,,,2023,4,2300,Food & Beverage
1312,Alberto Prada,69,Milan,M,Italy,Luxury goods,,,2023,4,2300,Fashion & Retail
1312,Marina Prada,77,Milan,F,Italy,Luxury goods,,,2023,4,2300,Fashion & Retail
1312,Filiz Sahenk,56,Istanbul,F,Turkey,Diversified,,,2023,4,2300,Diversified
1312,Richard Sands,72,Delray Beach,M,United States,Liquor,,,2023,4,2300,Food & Beverage
1312,Stephan Schmidheiny,75,Hurden,M,Switzerland,Investments,,,2023,4,2300,Finance & Investments
1312,Alberto Siccardi & family,78,Lugano,M,Switzerland,Medical devices,,,2023,4,2300,Healthcare
1312,Stefan Soloviev,47,Delray Beach,M,United States,"Real estate, grains",,,2023,4,2300,Real Estate
1312,Tang Yiu,89,Hong Kong,M,Hong Kong,Fashion retail,,,2023,4,2300,Fashion & Retail
1312,Tian Ming,69,Hefei,M,China,Measuring instruments,,,2023,4,2300,Technology
1312,T.Y. Tsai,70,Taipei,M,Taiwan,Finance,,,2023,4,2300,Finance & Investments
1312,Jayshree Ullal,62,Saratoga,F,United States,Computer networking,Arista,CEO,2023,4,2300,Technology
1312,Georg von Opel,56,London,M,United Kingdom,"Real estate, investments",,,2023,4,2300,Finance & Investments
1312,Lang Walker,77,Sydney,M,Australia,Real estate,,,2023,4,2300,Real Estate
1312,Xicheng Wang & family,74,Zhaoyuan,M,China,Tires,,,2023,4,2300,Manufacturing
1312,Wang Zhenhua,61,Shanghai,M,China,Real estate,,,2023,4,2300,Real Estate
1312,Paul-Heinz Wesjohann & family,79,Rechterfeld,M,Germany,Chicken processing,,,2023,4,2300,Food & Beverage
1312,Xie Bingkun & family,56,Fuzhou,M,China,Pearlescent pigments,,,2023,4,2300,Fashion & Retail
1312,Xu Shugen,57,Hangzhou,M,China,"Construction, mining machinery",,,2023,4,2300,Manufacturing
1312,Christoph Zeller,65,Vaduz,M,Liechtenstein,Dental materials,,,2023,4,2300,Healthcare
1312,Zhang Jingzhang & family,87,Ningbo,M,China,Precision machinery,,,2023,4,2300,Manufacturing
1368,George Argyros & family,86,Newport Beach,M,United States,"Real estate, investments",Arnel & Affiliates,Investor,2023,4,2200,Real Estate
1368,Brian Armstrong,40,San Francisco,M,United States,Cryptocurrency,,,2023,4,2200,Finance & Investments
1368,Albert Avdolyan,52,Moscow,M,Russia,"Oil, mining",,,2023,4,2200,Energy
1368,Sezai Bacaksiz,73,Ankara,M,Turkey,Diversified,,,2023,4,2200,Diversified
1368,Aneel Bhusri,57,San Francisco,M,United States,Business software,Workday,Investor,2023,4,2200,Technology
1368,Brett Blundy,63,Paradise Island,M,Bahamas,"Retail, agribusiness",,,2023,4,2200,Fashion & Retail
1368,J. Hyatt Brown,85,Ormond Beach,M,United States,Insurance,,,2023,4,2200,Finance & Investments
1368,Chen Jinxia,55,Shanghai,F,China,Investments,,,2023,4,2200,Finance & Investments
1368,Chen Xueli,71,Weihai,M,China,Pharmaceuticals,,,2023,4,2200,Healthcare
1368,Dermot Desmond,72,Dublin,M,Ireland,Finance,,,2023,4,2200,Finance & Investments
1368,Dong Wei,52,Lianyungang,M,China,Pharmaceuticals,,,2023,4,2200,Healthcare
1368,Tom Ford,61,Los Angeles,M,United States,Fashion,,,2023,4,2200,Fashion & Retail
1368,Fu Guangming & family,69,Nanping,M,China,Poultry,,,2023,4,2200,Food & Beverage
1368,Noam Gottesman,61,New York,M,United States,Hedge funds,TOMS Capital,Chief Executive Officer,2023,4,2200,Finance & Investments
1368,Jeffrey Gundlach,64,Los Angeles,M,United States,Investments,DoubleLine Capital,CEO,2023,4,2200,Finance & Investments
1368,Hao Hong,67,Tianjin,M,China,Pharmaceuticals,,,2023,4,2200,Healthcare
1368,Shmuel Harlap,78,Tel Aviv,M,Israel,Automotive,,,2023,4,2200,Automotive
1368,Hans-Werner Hector,83,Weinheim,M,Germany,SAP,,,2023,4,2200,Technology
1368,Lutz Mario Helmig & family,76,Grebenhain,M,Germany,Hospitals,,,2023,4,2200,Healthcare
1368,Chulong Huang,64,Shenzhen,M,China,Real estate,,,2023,4,2200,Real Estate
1368,Thomas James,80,Saint Petersburg,M,United States,Finance,,,2023,4,2200,Finance & Investments
1368,James Jannard,73,San Juan Islands,M,United States,Sunglasses,,,2023,4,2200,Fashion & Retail
1368,Willis Johnson,75,Franklin,M,United States,Damaged cars,,,2023,4,2200,Automotive
1368,Lai Shixian,48,Quanzhou,M,China,Sports apparel,,,2023,4,2200,Fashion & Retail
1368,Chris Larsen,62,San Francisco,M,United States,Cryptocurrency,,,2023,4,2200,Finance & Investments
1368,Solomon Lew,78,Melbourne,M,Australia,Retail,,,2023,4,2200,Fashion & Retail
1368,Liang Xinjun,54,Singapore,M,Singapore,Conglomerate,,,2023,4,2200,Diversified
1368,Harald Link,68,Bangkok,M,Thailand,Diversified,,,2023,4,2200,Diversified
1368,Max Lytvyn,43,San Francisco,M,United States,Software,,,2023,4,2200,Technology
1368,Igor Makarov,60,Miami,M,United States,Investments,,,2023,4,2200,Energy
1368,Howard Marks,76,New York,M,United States,Private equity,Oaktree Capital Group LLC,Chairman,2023,4,2200,Finance & Investments
1368,Charles Munger,99,Los Angeles,M,United States,Berkshire Hathaway,,,2023,4,2200,Finance & Investments
1368,Adam Neumann,44,Miami,M,United States,WeWork,,,2023,4,2200,Real Estate
1368,Thi Phuong Thao Nguyen,52,Ho Chi Minh City,F,Vietnam,Airlines,Sovico Holdings,Cofounder and Chairman,2023,4,2200,Diversified
1368,Ni Yongpei & family,71,Liuan,M,China,Beverages,,,2023,4,2200,Food & Beverage
1368,Heloise Pratt,60,Melbourne,F,Australia,"Manufacturing, investment",,,2023,4,2200,Manufacturing
1368,Qi Xiangdong,52,Beijing,M,China,Software,,,2023,4,2200,Technology
1368,Phillip T. (Terry) Ragon,73,Boston,M,United States,Health IT,,,2023,4,2200,Technology
1368,Prathap Reddy,91,Chennai,M,India,Healthcare,,,2023,4,2200,Healthcare
1368,Jerry Reinsdorf,87,Chicago,M,United States,Sports teams,,,2023,4,2200,Sports
1368,Chad Richison,52,Edmond,M,United States,Payroll processing,,,2023,4,2200,Technology
1368,"Karl Scheufele, III. & family",84,Geneva,M,Switzerland,Jewelry,,,2023,4,2200,Fashion & Retail
1368,Alice Schwartz,96,El Cerrito,F,United States,Biotech,,,2023,4,2200,Healthcare
1368,Alex Shevchenko,43,,M,Canada,Software,,,2023,4,2200,Technology
1368,Kavitark Ram Shriram,66,Menlo Park,M,United States,"Venture capital, Google",Sherpalo Ventures,Investor,2023,4,2200,Technology
1368,Jeffrey Soffer,55,Aventura,M,United States,Real estate,,,2023,4,2200,Real Estate
1368,William Stone,67,East Lyme,M,United States,Software,,,2023,4,2200,Technology
1368,Henry Swieca,65,New York,M,United States,Hedge funds,Talpion Fund Management,Founder,2023,4,2200,Finance & Investments
1368,Harley Sy,63,Manila,M,Philippines,Diversified,,,2023,4,2200,Diversified
1368,Teresita Sy-Coson,72,Manila,F,Philippines,Diversified,,,2023,4,2200,Diversified
1368,Katsumi Tada,77,Tokyo,M,Japan,Real estate,,,2023,4,2200,Real Estate
1368,Tang Jinkui & family,67,Suzhou,M,China,"Textiles, petrochemicals",,,2023,4,2200,Manufacturing
1368,Tang Xiao'ou,55,Shanghai,M,China,Software,,,2023,4,2200,Technology
1368,Lottie Tham & family,73,Stockholm,F,Sweden,H&M,,,2023,4,2200,Fashion & Retail
1368,Shamsheer Vayalil,46,Abu Dhabi,M,United Arab Emirates,Healthcare,,,2023,4,2200,Healthcare
1368,Radha Vembu,50,Chennai,F,India,Business software,,,2023,4,2200,Technology
1368,Wang Wenmo,66,Quanzhou,M,China,Sports apparel,,,2023,4,2200,Fashion & Retail
1368,Wang Zhenghua,78,Shanghai,M,China,Budget airline,,,2023,4,2200,Service
1368,David Wertheim,65,,M,Israel,Coca-Cola Israel,,,2023,4,2200,Food & Beverage
1368,Kai Wu,55,Ningde,M,China,Batteries,,,2023,4,2200,Energy
1368,Xu Yingzhuo,55,Guangzhou,M,China,Agribusiness,,,2023,4,2200,Food & Beverage
1368,Yeung Kin-man,59,Hong Kong,M,Hong Kong,Electronics,,,2023,4,2200,Manufacturing
1368,Huijiao Yu,57,Shanghai,M,China,Package delivery,Shanghai YTO Express (Logistics),Founder and Chairman,2023,4,2200,Logistics
1368,Oren Zeev,58,Los Altos,M,United States,Investments,,,2023,4,2200,Finance & Investments
1368,Clayton Zekelman,54,Windsor,M,Canada,Steel,,,2023,4,2200,Manufacturing
1368,Zhao Fenggang,57,Ningde,M,China,Batteries,,,2023,4,2200,Energy
1434,Alex Beard,55,London,M,United Kingdom,"Mining, commodities",,,2023,4,2100,Metals & Mining
1434,Travis Boersma,52,Grants Pass,M,United States,Coffee,,,2023,4,2100,Food & Beverage
1434,Martin Bouygues,,Paris,M,France,"Construction, media",,,2023,4,2100,Construction & Engineering
1434,Olivier Bouygues,72,,M,,"Construction, media",,,2023,4,2100,Construction & Engineering
1434,William Boyd & family,91,Las Vegas,M,United States,"Casinos, banking",,,2023,4,2100,Gambling & Casinos
1434,Anand Burman,70,Delhi,M,India,Consumer goods,,,2023,4,2100,Food & Beverage
1434,Cao Ji,71,Hangzhou,M,China,Manufacturing,,,2023,4,2100,Manufacturing
1434,Bruce Cheng,86,Taipei,M,Taiwan,Electronics,,,2023,4,2100,Technology
1434,Chi Yufeng,52,Beijing,M,China,Software,,,2023,4,2100,Technology
1434,Daniel Chiu,62,Hong Kong,M,Hong Kong,Oil & gas,,,2023,4,2100,Energy
1434,Beda Diethelm,82,Zurich,M,Switzerland,Hearing aids,,,2023,4,2100,Healthcare
1434,Domenico Dolce,64,Milan,M,Italy,Luxury goods,,,2023,4,2100,Fashion & Retail
1434,Ralph Dommermuth,59,Montabaur,M,Germany,Internet service provider,,,2023,4,2100,Technology
1434,Georgi Domuschiev,50,London,M,United Kingdom,"Animal health, investments",,,2023,4,2100,Diversified
1434,Kiril Domuschiev,53,London,M,United Kingdom,"Animal health, investments",,,2023,4,2100,Diversified
1434,Bob Ell,78,Surfers Paradise,M,Australia,Real estate,,,2023,4,2100,Real Estate
1434,Paul Foster,65,El Paso,M,United States,Oil refining,Western Refining,Chairman,2023,4,2100,Energy
1434,Stefano Gabbana,60,Milan,M,Italy,Luxury goods,,,2023,4,2100,Fashion & Retail
1434,Xingjiang Gao,59,Huzhou,M,China,Steel,,,2023,4,2100,Manufacturing
1434,Gordon Getty,89,San Francisco,M,United States,Getty Oil,Ann & Gordon Getty Foundation,President and Chairman,2023,4,2100,Energy
1434,Kamal Ghaffarian,64,Naples,M,United States,"Space, energy",,,2023,4,2100,Energy
1434,Dennis Gillings,78,Durham,M,United States,Clinical trials,,,2023,4,2100,Healthcare
1434,Harsh Goenka,65,Mumbai,M,India,Diversified,,,2023,4,2100,Diversified
1434,Sanjiv Goenka,62,Kolkata,M,India,Diversified,,,2023,4,2100,Diversified
1434,Jane Goldman,67,New York,F,United States,Real estate,,,2023,4,2100,Real Estate
1434,Stein Erik Hagen,66,Oslo,M,Norway,Consumer goods,,,2023,4,2100,Fashion & Retail
1434,Bahaa Hariri,56,Geneva,M,Switzerland,"Real estate, investments",,,2023,4,2100,Real Estate
1434,Hortensia Herrero,72,Valencia,F,Spain,Supermarkets,,,2023,4,2100,Fashion & Retail
1434,Douglas Hsu,80,Taipei,M,Taiwan,Diversified,,,2023,4,2100,Diversified
1434,Huang Min,49,Suzhou,M,China,Machinery,,,2023,4,2100,Manufacturing
1434,Jared Isaacman,40,Easton,M,United States,Payment processing,,,2023,4,2100,Technology
1434,Eugene Kaspersky,57,Moscow,M,Russia,Software,,,2023,4,2100,Technology
1434,Artem Khachatryan,48,Limassol,M,Cyprus,Retail,,,2023,4,2100,Fashion & Retail
1434,Andrei Krivenko,47,Moscow,M,Russia,Retail,,,2023,4,2100,Food & Beverage
1434,Thomas Kwok,71,Hong Kong,M,Hong Kong,Real estate,,,2023,4,2100,Real Estate
1434,Lam Wai-ying,,Hong Kong,F,Hong Kong,Smartphone screens,Biel Crystal,Chairman ,2023,4,2100,Manufacturing
1434,Marc Lasry,62,New York,M,United States,Hedge funds,Avenue Capital Group,Founder,2023,4,2100,Finance & Investments
1434,Christian Latouche & family,82,Lyon,M,France,Accounting services,,,2023,4,2100,Finance & Investments
1434,Theodore Leonsis,67,Bethesda,M,United States,Sports teams,,,2023,4,2100,Sports
1434,Lin Chang Su-O,82,Taipei,F,Taiwan,Real estate,,,2023,4,2100,Real Estate
1434,Liu Chengyu & family,60,Shenzhen,M,China,Power supply equipment,,,2023,4,2100,Manufacturing
1434,Sergey Lomakin,49,Paphos,M,Cyprus,Retail,,,2023,4,2100,Fashion & Retail
1434,Daniel Lubetzky,54,New York,M,United States,Snack bars,,,2023,4,2100,Food & Beverage
1434,Melissa Ma,,Beijing,F,China,Internet search,,,2023,4,2100,Technology
1434,Anand Mahindra,67,Mumbai,M,India,Diversified,,,2023,4,2100,Diversified
1434,Rafique Malik,72,Mumbai,M,India,Footwear,,,2023,4,2100,Fashion & Retail
1434,Katarina Martinson,41,Stockholm,F,Sweden,Investments,,,2023,4,2100,Diversified
1434,Kiran Mazumdar-Shaw,70,Bangalore,F,India,Biopharmaceuticals,Biocon,Chair,2023,4,2100,Healthcare
1434,Nirmal Minda,65,Gurgaon,M,India,Auto parts,,,2023,4,2100,Automotive
1434,Mu Rongjun,43,Beijing,M,China,E-commerce,,,2023,4,2100,Technology
1434,Eugene Murtagh,80,Kingscourt,M,Ireland,Building materials,,,2023,4,2100,Manufacturing
1434,Alexander Nesis,60,Moscow,M,Russia,"Metals, banking, fertilizers",,,2023,4,2100,Finance & Investments
1434,Ni Zugen,66,Suzhou,M,China,Appliances,,,2023,4,2100,Manufacturing
1434,Florentino Perez,76,Madrid,M,Spain,Construction,,,2023,4,2100,Construction & Engineering
1434,Victor Pinchuk,62,Kiev,M,Ukraine,"Steel pipes, diversified",,,2023,4,2100,Metals & Mining
1434,Leonid Radvinsky,40,,M,United States,E-commerce,,,2023,4,2100,Technology
1434,Raveendran Byju,41,Bangalore,M,India,Education technology,,,2023,4,2100,Technology
1434,P.P. Reddy,65,Hyderabad,M,India,Infrastructure,,,2023,4,2100,Construction & Engineering
1434,Richard Saghian,41,Los Angeles,M,United States,Fast fashion,,,2023,4,2100,Fashion & Retail
1434,Shi Yifeng,49,Beijing,M,China,Medical cosmetics,,,2023,4,2100,Healthcare
1434,Thaksin Shinawatra,73,Dubai,M,United Arab Emirates,Investments,,,2023,4,2100,Finance & Investments
1434,Shu Ping,53,Singapore,F,Singapore,Restaurants,,,2023,4,2100,Food & Beverage
1434,Timothy Springer,75,Chestnut Hill,M,United States,Biotech,,,2023,4,2100,Healthcare
1434,Venu Srinivasan,70,Chennai,M,India,Two-wheelers,,,2023,4,2100,Automotive
1434,Edward Stack,68,Sewickley,M,United States,Dick's Sporting Goods,Dick's Sporting Goods,Chairman and CEO,2023,4,2100,Fashion & Retail
1434,Sun Mengquan & family,73,Yantai,M,China,Edible oil,,,2023,4,2100,Food & Beverage
1434,Alexander Svetakov,55,Moscow,M,Russia,Real estate,,,2023,4,2100,Finance & Investments
1434,Torsten Toeller,56,Krefeld,M,Germany,Pet food,,,2023,4,2100,Fashion & Retail
1434,Barbara Tyson,74,Fayetteville,F,United States,Food processing,,,2023,4,2100,Food & Beverage
1434,Hamdi Ulukaya,50,Norwich,M,United States,Greek yogurt,Chobani,Founder and CEO,2023,4,2100,Food & Beverage
1434,Wang Linpeng,54,Beijing,M,China,Furniture retailing,,,2023,4,2100,Construction & Engineering
1434,Wei Ing-Chou,69,Tianjin,M,China,"Food, beverages",,,2023,4,2100,Food & Beverage
1434,Wei Yin-Chun,66,Taipei,M,Taiwan,"Food, beverages",,,2023,4,2100,Food & Beverage
1434,Wei Yin-Heng,64,Shanghai,M,China,"Food, beverages",,,2023,4,2100,Food & Beverage
1434,Wei Ying-Chiao,68,Taipei,M,Taiwan,"Food, beverages",,,2023,4,2100,Food & Beverage
1434,Elaine Wynn,80,Las Vegas,F,United States,"Casinos, hotels","Wynn Las Vegas, LLC",Board Member,2023,4,2100,Gambling & Casinos
1434,Xu Xudong & family,53,Ningbo,M,China,Auto parts,,,2023,4,2100,Automotive
1434,Michael Ying,73,Hong Kong,M,Hong Kong,Retail,,,2023,4,2100,Fashion & Retail
1434,Yu Qibing & family,57,Ningbo,M,China,Glass,,,2023,4,2100,Manufacturing
1434,Yuan Fugen & family,72,Suzhou,M,China,Metal processing,,,2023,4,2100,Manufacturing
1434,Zhang Ning & family,49,Shanghai,F,China,Chemicals,,,2023,4,2100,Manufacturing
1434,Zhao Tao,57,Xi'an,M,China,Pharmaceuticals,,,2023,4,2100,Healthcare
1516,Anu Aga,80,Pune,F,India,Engineering,,,2023,4,2000,Construction & Engineering
1516,Mohamed Al Fayed,94,London,M,United Kingdom,"Retail, investments",,,2023,4,2000,Fashion & Retail
1516,Andrey Andreev,49,London,M,United Kingdom,Online dating,,,2023,4,2000,Technology
1516,Michael Ashcroft,77,Turks and Caicos Islands,M,Turks and Caicos Islands,Security,,,2023,4,2000,Finance & Investments
1516,Pavel Baudis,62,Prague,M,Czech Republic,Software,,,2023,4,2000,Technology
1516,Wilhelm Beier & family,66,,M,Germany,Pharmaceuticals,,,2023,4,2000,Healthcare
1516,Cao Jianwei,44,Shangyu,M,China,Semiconductors,,,2023,4,2000,Manufacturing
1516,Huwen Chen,52,Shanghai,M,China,Stationery,,,2023,4,2000,Manufacturing
1516,Phongthep Chiaravanont,71,Bangkok,M,Thailand,Diversified,,,2023,4,2000,Diversified
1516,Dou Zhenggang,69,Hangzhou,M,China,"Energy, chemicals",,,2023,4,2000,Diversified
1516,Maria Franca Fissolo,88,Monaco,F,Monaco,"Nutella, chocolates",,,2023,4,2000,Food & Beverage
1516,William Franke,85,Houston,M,United States,Low-cost airlines,,,2023,4,2000,Diversified
1516,Mario Germano Giuliani,51,Monaco,M,Monaco,Pharmaceuticals,,,2023,4,2000,Healthcare
1516,Amy Goldman Fowler,68,Rhinebeck,F,United States,Real estate,,,2023,4,2000,Real Estate
1516,John Hancock,47,London,M,United Kingdom,Mining,,,2023,4,2000,Metals & Mining
1516,Hu Yangzhong,58,Hangzhou,M,China,Technology,,,2023,4,2000,Technology
1516,Huang Dawen,62,Hong Kong,M,Hong Kong,Silicon,,,2023,4,2000,Manufacturing
1516,Huang Qiaoling,64,Hangzhou,M,China,Amusement parks,,,2023,4,2000,Media & Entertainment
1516,Rajiv Jain,55,Fort Lauderdale,M,United States,Finance,,,2023,4,2000,Finance & Investments
1516,Michael Jordan,60,Jupiter,M,United States,"Charlotte Hornets, endorsements",,Athlete,2023,4,2000,Sports
1516,Diane Kemper,77,New York,F,United States,Real estate,,,2023,4,2000,Real Estate
1516,Shlomo Kramer,57,Tel Aviv,M,Israel,"Software, investments",,,2023,4,2000,Technology
1516,Heikki Kyostila,77,Helsinki,M,Finland,Dental products,,,2023,4,2000,Healthcare
1516,Martin Lau,50,Hong Kong,M,Hong Kong,E-commerce,,,2023,4,2000,Technology
1516,Li Min,57,Fuzhou,M,China,Semiconductor,,,2023,4,2000,Technology
1516,Liang Rubo,40,Beijing,M,China,TikTok,,,2023,4,2000,Technology
1516,Liang Zhaoxian,58,Foshan,M,China,Appliances,,,2023,4,2000,Manufacturing
1516,Lin Fanlian,61,Linyi,M,China,"Energy, real estate",,,2023,4,2000,Energy
1516,Aloke Lohia,64,Bangkok,M,Thailand,Petrochemicals,,,2023,4,2000,Manufacturing
1516,Bill Malhotra,73,Ottawa,M,Canada,Real estate,,,2023,4,2000,Real Estate
1516,Alexander Mamut,63,Tel Aviv,M,Israel,Investments,,,2023,4,2000,Finance & Investments
1516,Craig McCaw,73,Hunts Point,M,United States,Telecom,,,2023,4,2000,Telecom
1516,Cunhui Nan,59,Wenzhou,M,China,Power equipment,,,2023,4,2000,Manufacturing
1516,Tengyun Nie & family,47,Shanghai,M,China,Logistics,,,2023,4,2000,Service
1516,Oei Hong Leong,75,Singapore,M,Singapore,Investments,,,2023,4,2000,Finance & Investments
1516,Clive Palmer,69,Brisbane,M,Australia,Mining,,,2023,4,2000,Metals & Mining
1516,Matthew Prince,48,Park City,M,United States,Cybersecurity,,,2023,4,2000,Technology
1516,Linda Pritzker,69,Missoula,F,United States,"Hotels, investments",,,2023,4,2000,Service
1516,P.V. Krishna Reddy,53,Hyderabad,M,India,Infrastructure,,,2023,4,2000,Construction & Engineering
1516,Bianca Rinehart,46,Brisbane,F,Australia,Mining,,,2023,4,2000,Metals & Mining
1516,Ginia Rinehart,36,Sydney,F,Australia,Mining,,,2023,4,2000,Metals & Mining
1516,T. Denny Sanford,87,Sioux Falls,M,United States,"Banking, credit cards",,,2023,4,2000,Finance & Investments
1516,Bhadresh Shah,71,Ahmedabad,M,India,Engineering,,,2023,4,2000,Manufacturing
1516,Zygmunt Solorz-Zak,66,Warsaw,M,Poland,TV broadcasting,,,2023,4,2000,Media & Entertainment
1516,Michal Strnad,30,,M,,Defense Contracting,,,2023,4,2000,Manufacturing
1516,Sylvia Stroeher,67,Darmstadt,F,Germany,Cosmetics,,,2023,4,2000,Fashion & Retail
1516,Otto Toto Sugiri,69,Jakarta,M,Indonesia,Data centers,,,2023,4,2000,Technology
1516,Larry Tanenbaum,77,Toronto,M,Canada,Sports,,,2023,4,2000,Sports
1516,Wichai Thongtang,76,Bangkok,M,Thailand,Investments,,,2023,4,2000,Finance & Investments
1516,Ion Tiriac,83,Bucharest,M,Romania,"Banking, insurance",,,2023,4,2000,Finance & Investments
1516,Hope Welker,37,New York,F,United States,Mining,,,2023,4,2000,Metals & Mining
1516,William Young,82,Ypsilanti,M,United States,Plastics,,,2023,4,2000,Manufacturing
1516,Ales Zavoral,46,,M,,E-commerce,,,2023,4,2000,Fashion & Retail
1516,Zhang Fan,57,Shenzhen,M,China,Touch screens,,,2023,4,2000,Technology
1516,Shilong Zhang & family,57,Beijing,M,China,Semiconductor,,,2023,4,2000,Technology
1516,Zhang Wanzhen,73,Chaozhou,M,China,Electronics components,,,2023,4,2000,Manufacturing
1516,Hongfei Zhao,48,Beijing,M,China,Software,,,2023,4,2000,Technology
1516,Zhou Jian,46,Shenzhen,M,China,Solar energy equipment,,,2023,4,2000,Energy
1516,Zhu Yiwen & family,59,Shanghai,M,China,Healthcare,,,2023,4,2000,Healthcare
1575,Roberto Angelini Rossi,74,Santiago,M,Chile,"Forestry, mining",,,2023,4,1900,Diversified
1575,Mika Anttonen,56,Helsinki,M,Finland,Oil & gas,,,2023,4,1900,Energy
1575,David Blitzer,53,New York,M,United States,Sports,,,2023,4,1900,Sports
1575,Julio Bozano,87,Rio de Janeiro,M,Brazil,Banking,,,2023,4,1900,Finance & Investments
1575,Nikolai Buinov,55,Irkutsk,M,Russia,"Oil, gas",,,2023,4,1900,Energy
1575,Nicola Bulgari,82,Rome,M,Italy,Luxury goods,,,2023,4,1900,Fashion & Retail
1575,"Howard Butt, III. & family",71,San Antonio,M,United States,Supermarkets,,,2023,4,1900,Fashion & Retail
1575,Stephen Butt & family,67,,M,,Supermarkets,,,2023,4,1900,Fashion & Retail
1575,Jianxing Che,56,Shanghai,M,China,Furniture retailing,,,2023,4,1900,Fashion & Retail
1575,Huxiong Chen,52,Shanghai,M,China,Stationery,,,2023,4,1900,Manufacturing
1575,Chen Qiongxiang,,Ningde,F,China,Batteries,,,2023,4,1900,Energy
1575,Chen Zhisong,57,Xiamen,M,China,Communication equipment,,,2023,4,1900,Technology
1575,Manas Chiaravanond,,Bangkok,M,Thailand,Diversified,,,2023,4,1900,Diversified
1575,Prathip Chiravanond,74,Bangkok,M,Thailand,Diversified,,,2023,4,1900,Diversified
1575,Alexandra Daitch,60,Old Lyme,F,United States,Cargill,,,2023,4,1900,Food & Beverage
1575,Sol Daurella,57,Madrid,F,Spain,Coca-Cola bottler,,,2023,4,1900,Food & Beverage
1575,Mark Davis,67,Henderson,M,United States,Las Vegas Raiders,,,2023,4,1900,Sports
